id,order_id,product_id
70112,48106,15158
73220,50270,14529
73738,50642,14886
74602,51233,14886
79688,54735,14476
85348,58616,14476
98016,67287,14477
99911,68566,15224
105016,72108,14791
107114,73555,699
107630,73910,14496
110014,75553,699
110461,75860,14400
114365,78587,14915
114915,78980,14571
118382,81366,699
118928,81743,14400
119360,82032,14640
124658,85742,14678
125762,86493,14400
127212,87499,14995
127292,87558,6708
130924,90056,25207
132844,91360,14400
137503,94647,14852
138063,95029,15050
141027,97097,14400
145142,99913,14476
146042,100518,14496
155863,107344,15156
157228,108288,14852
160272,110389,14953
160710,110690,14551
165988,114332,14541
169199,116552,14995
170516,117433,699
173309,119355,14655
174986,120510,14571
176549,121608,14522
176649,121684,25357
178401,122866,14915
179966,123944,15224
314,225,435
1876,1302,9981
2059,1427,28698
2436,1702,1602
3640,2540,21577
5200,3622,19369
5726,3976,5125
5799,4033,17560
5922,4114,6779
6366,4426,6361
7433,5159,9665
7858,5462,1029
9693,6717,10148
9736,6744,7646
10014,6934,6133
10434,7216,19264
11985,8267,28426
12766,8818,16366
13402,9254,21026
13569,9375,6133
13757,9509,9665
14744,10212,7081
14943,10342,1205
15240,10549,3065
15399,10661,10025
15633,10823,2841
15830,10957,21251
16367,11304,20488
16745,11567,2027
18211,12563,24914
18889,13023,10062
20243,13949,8905
20446,14095,2682
20711,14274,28444
21330,14707,13576
23440,16158,13682
23441,16159,7196
25750,17742,12872
27753,19093,2611
28213,19419,9776
28463,19591,17609
28947,19911,28861
29444,20244,25577
29752,20449,7180
30038,20656,27202
31977,22009,28698
32212,22177,21101
32436,22318,7173
33188,22826,9521
34827,23932,23083
35153,24170,866
35922,24683,7126
35955,24706,27178
36031,24755,5169
36703,25221,2776
36958,25397,26775
38520,26462,26931
38783,26641,4154
39071,26848,4317
41997,28869,983
42357,29131,26715
42397,29162,25507
43575,29991,26931
43681,30069,27812
46590,32038,111
47869,32918,983
49882,34285,17609
51427,35336,28249
51935,35685,175
52255,35902,26931
52510,36073,9809
52560,36113,7407
52771,36266,5240
54454,37427,191
55049,37834,11036
56513,38840,2575
56892,39100,7081
58631,40310,28579
58823,40436,13682
59754,41066,28809
59940,41195,20698
60337,41460,4072
61662,42372,19369
62027,42631,17560
64289,44138,15553
64736,44446,14901
67535,46331,6361
68480,46986,12034
70297,48236,3065
71955,49404,2682
71970,49414,5240
72221,49564,9809
72766,49943,9686
73000,50116,22748
73837,50706,5174
74883,51413,12443
75002,51503,17019
75265,51683,28444
75949,52168,9809
76096,52268,2027
76478,52519,5900
76773,52725,2813
76797,52742,9665
76959,52853,7407
80564,55348,26715
80876,55557,17405
81836,56232,5304
81945,56301,5194
82941,56983,28468
83185,57157,4118
83228,57186,18786
83338,57261,24823
83347,57268,2878
83769,57555,2813
84608,58108,21112
85240,58544,1205
85448,58682,6019
86570,59455,12392
87912,60364,6297
90083,61845,2682
90496,62128,2660
91064,62506,6146
95692,65694,17019
96681,66383,13839
97827,67161,25577
98465,67587,13714
98597,67675,28426
99670,68406,14421
100706,69100,2577
100774,69155,7448
101842,69897,15147
103461,71004,17019
103819,71252,25577
103834,71266,9441
103847,71276,6779
104412,71680,17405
104682,71861,23083
104772,71926,6133
105685,72559,5821
106948,73440,5304
108640,74607,15703
109461,75165,6297
109838,75428,14075
110410,75825,13559
110437,75844,2611
110952,76200,21026
111308,76451,28680
112283,77146,18693
112984,77621,7173
116150,79842,7126
116646,80194,22242
116922,80386,6146
117641,80884,8905
118547,81483,7196
118962,81769,2831
119087,81851,27285
119724,82274,17411
122583,84305,7081
124633,85722,28680
125317,86187,25507
128069,88076,111
128458,88351,23083
128995,88724,26931
130562,89812,14853
130926,90057,16060
131582,90497,12943
133297,91686,6019
133519,91834,13576
133895,92090,13699
134357,92429,25507
135781,93426,7448
136120,93651,4072
137256,94481,27165
137462,94619,27202
140916,97012,16366
141261,97244,1551
142082,97796,28578
142379,97996,28809
142869,98332,7377
143188,98568,18614
143641,98888,4154
144301,99347,2919
144831,99694,26715
145299,100018,9721
145461,100133,26573
147809,101778,14058
148085,101969,6783
149116,102706,14853
149465,102950,28362
149716,103131,28249
151339,104245,12224
152317,104921,21577
152448,105012,2207
152545,105074,12224
153262,105564,14901
153566,105776,23180
154297,106282,28468
155042,106785,283
155312,106972,2831
155827,107318,19264
156361,107677,4154
156648,107884,16262
157065,108173,13756
157552,108524,20493
157893,108750,2876
157894,108750,10219
158919,109466,21112
159148,109625,6306
160943,110840,1029
162200,111710,2660
162711,112060,28468
164038,113002,1624
165976,114326,10120
169712,116896,21414
170024,117103,27210
171508,118125,6297
171955,118441,2589
173253,119320,4187
174810,120385,19264
177768,122423,26979
177923,122535,28809
178364,122840,9551
178574,122988,25385
179095,123354,12440
179233,123447,28306
179722,123775,13625
179751,123789,26319
180187,124104,8905
181249,124832,6019
181252,124832,10148
1244,859,21251
1864,1292,13896
1894,1312,2813
2297,1601,10014
2825,1978,28698
3187,2229,5872
3385,2365,10014
3851,2691,5174
4255,2980,6583
4309,3019,18748
5475,3817,5125
6541,4552,1960
6870,4782,1624
7509,5215,18748
7535,5236,1205
7561,5254,28680
8273,5742,2698
8740,6073,10148
9364,6493,11036
10273,7115,26573
10580,7319,7423
10717,7411,28628
10802,7467,5413
10816,7477,13042
11046,7635,2577
11078,7652,19420
11523,7949,27210
12003,8281,1960
12377,8542,13559
13106,9055,1534
13295,9178,435
13512,9329,13756
14215,9844,13058
14257,9874,28707
15067,10435,1582
15068,10435,283
15167,10499,27178
15927,11019,13042
16612,11480,11476
17156,11839,7173
17298,11938,13625
17301,11940,20852
17765,12254,7448
18632,12837,12517
18834,12981,9605
18898,13029,16262
19555,13489,2813
20019,13801,9665
20044,13816,16554
20059,13825,7081
20602,14194,12289
21315,14699,4050
21363,14733,9605
21453,14805,14402
22129,15274,2813
23422,16146,7122
24545,16920,6779
25036,17263,12266
25259,17426,6783
25624,17659,18786
26215,18059,20852
26631,18343,8905
27973,19248,283
29269,20129,12872
29415,20226,5872
29461,20256,21251
29596,20348,2919
29954,20593,17609
29976,20605,966
30110,20706,28680
30352,20880,20491
30957,21304,15785
30972,21317,15658
31195,21467,191
31594,21741,28578
31631,21769,7173
32173,22150,2578
32613,22444,10120
32967,22678,2878
34058,23404,10062
34313,23586,10857
34934,24004,28761
34949,24015,7646
35029,24080,14901
35067,24106,13042
36110,24805,13896
36496,25075,7448
37698,25902,6808
39316,27015,25385
40453,27783,27210
40617,27899,28995
41306,28382,5243
41572,28577,18614
42006,28874,28897
42323,29105,2878
43780,30134,866
43837,30171,983
44061,30312,14853
44258,30438,14184
45025,30961,28680
46153,31720,480
46782,32173,16959
47061,32374,25017
47225,32484,26715
47857,32910,12517
47862,32913,28897
50626,34785,5169
50931,35001,12034
51042,35079,14058
51452,35354,20493
51487,35375,9776
51669,35508,19420
52019,35752,5195
52100,35804,28680
52110,35810,2878
52412,36010,2698
53179,36538,21026
53315,36633,26319
53496,36757,7407
53498,36757,1624
53566,36807,2737
53686,36877,521
53880,37021,23215
54091,37179,1960
54259,37303,272
54534,37476,21577
54666,37568,13756
54933,37751,16959
54944,37760,2919
55096,37866,2027
56033,38508,26319
56288,38692,13058
56827,39061,28628
56895,39101,1029
57205,39316,459
57294,39373,17560
57672,39627,2575
58994,40551,6808
59123,40642,983
59689,41022,16366
60454,41539,2737
61047,41943,26715
62276,42799,2737
62340,42840,28628
62947,43237,5900
63114,43356,19589
63214,43417,28539
63279,43458,16366
63403,43543,28468
63755,43781,14537
64773,44467,17411
64914,44559,27285
64924,44565,28628
65474,44932,28468
65507,44958,6783
65659,45060,283
65895,45214,11036
66089,45343,28334
66266,45465,1602
66519,45634,10014
66545,45650,9441
68239,46820,6994
69004,47345,2876
69060,47385,22748
69160,47452,2919
69274,47522,459
69730,47848,11431
71092,48796,28426
71218,48885,966
72621,49842,7196
73317,50339,10120
74012,50827,12443
74149,50925,17560
74193,50954,18693
74297,51027,28861
74539,51192,6019
74826,51378,13896
75009,51508,26573
76461,52506,1551
76553,52574,8905
76815,52756,21101
76816,52757,17609
76825,52764,21026
77604,53310,14075
77605,53310,2737
77626,53325,28698
77780,53429,111
78232,53727,191
78318,53788,28809
78760,54084,13896
78959,54216,175
80150,55062,28809
80439,55262,7646
81000,55650,6019
81460,55976,13405
81502,56007,10014
81639,56102,27178
81725,56157,15553
82155,56446,28680
82193,56476,22748
82466,56665,15147
84408,57966,26715
85455,58686,28249
85599,58783,14537
86213,59215,28426
86328,59291,7234
86892,59695,1551
87255,59931,20491
87282,59947,27003
87376,60013,2611
88241,60594,28861
88630,60861,17411
90112,61863,14853
90427,62083,15147
91003,62466,4072
91566,62865,27210
91588,62880,15524
93956,64519,19420
93970,64527,28680
94097,64610,13405
94147,64646,6297
94254,64727,20698
94270,64735,2600
95188,65343,14058
95602,65633,17756
95898,65830,2600
95905,65836,28861
97683,67062,2831
98527,67626,18786
99895,68557,28861
100993,69316,5195
101113,69398,9686
101724,69821,1119
102405,70283,12289
102839,70585,15520
103796,71238,111
103864,71290,28995
103868,71292,23574
104089,71444,9521
105341,72323,5194
105756,72609,9776
106375,73041,11431
106505,73124,2831
107477,73803,27210
108202,74302,19369
108447,74475,13756
108672,74632,7126
108978,74837,16366
109626,75281,26979
109987,75534,13405
110269,75731,20493
112117,77033,27003
112593,77351,14421
113558,78016,10014
113619,78059,4050
114191,78470,6783
114944,79001,11954
115719,79544,13559
115784,79587,12440
115820,79614,9686
116173,79856,1119
116223,79892,6583
116786,80294,1183
117362,80697,6396
117518,80799,28426
117588,80845,13682
118176,81231,9605
118211,81253,27251
118800,81653,26319
119384,82050,17609
119504,82130,15703
119793,82321,27387
119894,82392,22748
119973,82440,6390
120767,83000,25385
121434,83478,5474
121560,83569,28861
122017,83895,18373
122385,84158,13576
122774,84436,11954
123375,84854,10062
124163,85388,28426
124853,85871,15739
125156,86080,9551
125178,86093,283
125385,86237,14184
126086,86715,175
126338,86885,16060
126551,87027,842
127101,87418,480
127161,87463,842
128187,88162,6396
128419,88322,28628
128572,88435,10857
128606,88464,480
129262,88925,27251
130027,89436,28995
130348,89670,13576
130542,89801,25967
130903,90042,25017
131428,90394,2027
132366,91033,18112
132863,91370,18748
133237,91640,966
133294,91683,27210
133675,91941,2876
133780,92013,27165
134538,92563,27202
134847,92779,14853
134970,92862,26616
135136,92975,27003
135894,93492,27003
136205,93712,842
136236,93735,21414
137357,94552,23180
139223,95847,2776
139313,95905,28579
139404,95968,19264
139572,96091,26775
139789,96239,11476
140255,96570,16262
140408,96666,16554
141058,97114,2600
141125,97162,2776
141780,97599,19589
141847,97635,19369
142893,98350,10219
143027,98449,28809
143037,98456,1960
143295,98634,252
143434,98737,9721
144003,99138,27202
144673,99600,14537
144813,99685,7646
144984,99802,22884
145342,100046,11476
146214,100636,2207
146216,100638,26931
146488,100844,7126
147352,101452,11476
147367,101461,2577
148416,102205,20491
148512,102268,15785
149268,102812,1551
149666,103098,21101
149830,103198,4118
150360,103569,12517
150373,103578,1205
150989,104005,6390
150999,104012,25507
151625,104434,4050
152001,104705,28897
152005,104708,6369
153048,105426,2841
153255,105561,18614
154144,106173,1642
154175,106196,20852
154490,106421,2878
154912,106701,25385
154942,106719,28362
156609,107854,9686
156676,107905,14901
156880,108059,6994
157459,108457,7377
157828,108710,25967
158015,108831,21577
158125,108908,28468
158608,109247,2577
159624,109942,7377
160424,110490,2578
160530,110568,28399
160697,110682,7377
161138,110972,25017
162053,111606,13042
162691,112047,16262
162994,112245,18786
164495,113307,896
164991,113636,14901
165476,113972,9605
166443,114644,20852
166957,115001,4187
167803,115592,2876
167942,115694,4367
168654,116187,27202
169349,116654,2876
169751,116921,5194
170348,117330,2207
170595,117489,13682
170953,117746,14537
171129,117867,15553
172023,118486,28468
172372,118706,6994
172513,118803,28249
172709,118928,459
174306,120028,896
174438,120115,252
174576,120217,6306
174925,120463,22748
175851,121113,15658
176365,121478,10062
177508,122256,6783
178009,122596,19420
178060,122633,28680
178291,122794,5195
178940,123251,2577
179287,123479,2776
179451,123588,2841
179825,123842,7173
181208,124809,12517
181349,124901,2682
181561,125026,16262
181671,125104,13042
181756,125158,842
64,45,6133
1519,1053,7126
1521,1054,15147
1609,1114,14421
1614,1117,5872
2038,1415,9809
2114,1473,15520
2187,1521,6369
2407,1682,28761
2660,1858,28249
2719,1902,2841
2876,2019,9809
2913,2043,16959
2972,2085,27251
4501,3151,5413
4910,3429,459
5398,3762,25017
5417,3775,111
5803,4037,2919
6462,4490,5195
6924,4825,21251
7216,5030,28579
7393,5141,6390
7420,5153,111
8032,5582,796
9232,6399,5195
9347,6480,16060
9626,6666,966
9995,6921,18112
10117,7001,28249
10554,7301,26573
11290,7790,12266
12013,8291,5900
12564,8681,28578
13466,9298,5900
14021,9703,2577
14954,10353,5194
15563,10771,17609
15664,10845,21101
17536,12094,28306
18894,13025,28306
20575,14178,14058
20607,14197,3419
24093,16602,18786
24187,16674,25967
24384,16804,8905
24505,16892,28628
24916,17189,26979
25310,17463,1960
26105,17985,9809
27137,18676,5243
27300,18773,1029
27537,18950,295
27995,19265,13559
28370,19531,18373
29349,20181,16959
31309,21542,18112
31406,21609,25850
31736,21848,20852
33522,23029,5169
34102,23438,25507
34777,23898,23180
35589,24462,2577
36293,24939,283
36746,25254,28986
37107,25495,12224
37364,25678,26573
37956,26073,15703
38449,26413,11770
39943,27437,2878
39982,27465,2682
41193,28308,12443
43233,29748,7448
43904,30217,28578
46209,31760,7122
46372,31877,6019
46718,32129,7448
46896,32253,14421
46939,32285,28861
49391,33960,23083
49687,34162,16959
49764,34210,5240
50099,34437,111
50262,34554,28707
50422,34658,17560
51037,35077,28861
51536,35409,9981
52131,35823,2790
52335,35960,28306
52349,35971,8905
52459,36040,13625
53351,36656,9721
53546,36792,2207
53727,36908,6019
53973,37090,272
55881,38398,26775
56407,38766,28578
56803,39042,21414
56991,39167,16262
57027,39192,28995
57106,39245,18786
59007,40561,11770
62172,42732,20488
62345,42844,28468
62764,43114,272
63935,43892,25577
64052,43969,3726
64139,44029,25577
64155,44039,26979
64531,44295,2790
65125,44698,295
66731,45788,13714
66944,45920,13714
67253,46135,22884
69819,47908,12872
70241,48200,6783
70462,48358,4367
70963,48701,20698
73433,50425,7448
73479,50461,111
75797,52060,6133
76719,52690,11419
76883,52803,14058
79433,54549,10148
82291,56541,6306
82331,56569,17609
82959,56998,13965
84371,57944,726
85203,58521,2684
85243,58547,25967
85552,58753,3726
87431,60048,2878
87614,60168,866
87760,60261,18614
87877,60342,1351
88173,60547,26573
88882,61031,6133
89606,61520,17560
91016,62477,13682
91293,62668,12943
91950,63129,11476
92327,63392,15553
93204,64000,21026
93256,64040,11770
93266,64046,9981
94125,64629,6830
94365,64796,3726
95410,65503,6808
96119,65992,21414
96121,65992,25017
96464,66235,13559
97032,66620,13965
97258,66775,26979
97298,66804,5413
97661,67045,1602
97840,67170,2578
97983,67265,14184
98493,67605,4118
99660,68398,21101
99977,68615,1547
100658,69074,27003
101027,69339,4072
101815,69879,12872
102106,70071,27003
102845,70589,5294
102857,70596,3419
103253,70858,2589
104871,71998,24914
105376,72348,28249
105523,72443,866
105932,72733,4187
106277,72974,8905
106360,73029,28579
106430,73074,4187
107317,73695,25967
107704,73958,12224
108567,74566,21251
109923,75486,28578
110392,75812,9551
110397,75815,1551
110787,76084,7448
111663,76701,18693
111722,76739,12392
112539,77320,28809
112636,77381,21101
113235,77797,1183
113537,78004,2841
113643,78076,12872
114259,78519,7423
114686,78824,4154
115387,79304,23574
115792,79593,25577
116193,79870,13058
116240,79904,13576
116510,80106,3065
116604,80169,17019
116806,80306,6645
116807,80307,5169
117030,80469,16366
118179,81233,28698
118366,81355,28698
119303,81995,14537
120985,83151,28362
121137,83261,1551
121408,83459,28680
121654,83648,15553
121746,83706,16366
122829,84477,20493
124900,85898,5474
125238,86133,5194
126040,86682,13965
126113,86730,1551
126555,87031,15172
127289,87555,28698
127859,87937,5304
128320,88252,26616
129885,89353,27003
130775,89950,13042
133216,91624,22242
133431,91772,27812
133470,91798,7180
133542,91848,13965
133562,91862,23180
133746,91989,1534
134263,92357,10120
135937,93525,459
136474,93895,26775
136495,93909,2841
136504,93913,6994
136867,94190,7646
138089,95047,7126
138952,95649,27387
139188,95820,26573
139189,95821,6133
139255,95869,10127
140535,96755,175
140823,96947,17411
141263,97246,5125
141748,97578,27210
141784,97600,19420
142902,98358,5304
143371,98692,11419
143871,99046,5413
143980,99119,983
144077,99186,9441
144323,99364,7234
147801,101771,21112
148326,102141,19369
148467,102238,18614
148658,102380,7646
149133,102717,20698
149391,102905,2876
149392,102906,7122
149458,102947,3726
149851,103214,27165
151396,104285,11419
151777,104536,26616
152127,104790,18693
152502,105050,5174
152514,105058,28468
153405,105660,11431
153704,105872,25967
154319,106298,796
155314,106974,21112
155814,107307,7646
157133,108220,28539
157560,108531,14421
157786,108683,295
158065,108864,27003
159101,109597,28628
159392,109783,15658
159393,109783,1746
159738,110009,2790
160121,110276,28578
161139,110973,28306
161323,111095,25017
161969,111544,12224
162181,111695,20852
163163,112372,28897
163190,112391,17560
164533,113334,3065
164678,113433,14184
165083,113700,11431
165535,114016,9776
166557,114720,12517
168603,116155,17405
169081,116467,27251
169102,116479,966
169169,116533,26979
169265,116595,22884
170144,117188,2737
170509,117429,175
172109,118541,1488
173802,119698,111
173903,119761,9721
174281,120009,11770
175256,120696,1205
176528,121589,20493
178263,122779,7407
179561,123662,19420
179940,123926,2813
181340,124895,2919
181377,124917,26775
181819,125201,7407
181946,125282,13559
871,615,796
2664,1860,26573
4454,3118,23574
4629,3233,13965
4694,3273,25577
8212,5698,5243
8894,6167,26573
9623,6663,27165
11388,7856,12440
12819,8860,7173
19003,13104,28579
20000,13784,18786
20764,14313,11770
21187,14607,22748
22266,15356,27089
22326,15398,26616
23309,16080,5821
23385,16126,27812
23471,16182,28306
24240,16707,25017
24325,16766,1534
26623,18336,24823
26708,18390,2831
27505,18929,15520
27970,19247,27387
29465,20259,25507
29867,20533,15147
30717,21131,11431
32166,22146,7377
33068,22745,283
33084,22755,2776
34029,23385,23215
34271,23557,27812
38568,26495,191
38788,26646,6297
38971,26783,11036
39329,27025,2577
41627,28615,11419
41837,28762,252
41985,28858,19589
41995,28867,5748
42671,29362,7173
44203,30400,28399
44945,30905,191
46783,32174,18112
47385,32590,6133
47525,32693,28426
48422,33293,27165
53629,36842,5900
53887,37025,866
57911,39795,4118
57968,39840,4187
58807,40424,1205
59607,40965,5174
61094,41971,4072
61417,42194,23574
62009,42619,6146
62591,42998,9521
63076,43326,11419
64421,44225,6390
65233,44769,22884
67644,46405,14901
70919,48669,9675
71293,48936,5294
72862,50014,9521
72973,50097,28761
72997,50114,15758
73114,50196,17411
74164,50933,10014
74711,51310,24914
75359,51749,9665
75762,52038,1119
75873,52110,18748
76592,52605,966
78260,53746,28579
81257,55830,13682
81987,56328,18112
83265,57206,14853
86976,59750,28468
89641,61543,11036
89958,61749,19369
90543,62163,14537
92404,63448,13576
92599,63580,23574
94202,64691,10120
94445,64850,5294
94867,65127,2207
95491,65553,13896
95678,65683,2698
95835,65784,10127
97559,66974,14537
99080,67994,191
99264,68119,11419
101044,69348,2027
102008,70007,4050
102715,70502,19589
104261,71562,24823
104386,71660,13405
104622,71821,11770
105189,72232,1119
106831,73363,4050
107108,73550,28306
108001,74162,27165
108570,74568,966
109790,75399,28698
110555,75918,4118
110617,75965,25850
111305,76448,21101
112171,77071,23574
112172,77071,28362
112913,77571,4317
112917,77572,7646
112970,77610,28426
115135,79132,26775
117116,80524,18373
118958,81765,9686
120551,82846,283
122276,84087,13576
125248,86140,896
125474,86298,26648
127568,87739,6396
127845,87930,12943
128894,88651,15262
129259,88923,18112
129366,89005,21101
129458,89066,27210
129561,89127,17405
130772,89948,14537
132916,91407,27202
133283,91675,13699
134361,92432,22242
134802,92749,4118
135559,93265,1205
136077,93622,21577
136343,93807,5294
136629,94008,17756
139582,96098,6123
139647,96137,2660
140055,96428,3726
141665,97519,16366
142682,98203,27202
142997,98430,15658
150328,103545,11431
154044,106098,28399
154690,106551,26715
155030,106775,27165
156892,108069,3419
158852,109422,1029
159826,110068,28628
163257,112435,20491
164457,113282,15172
164530,113332,26573
165610,114067,4317
167115,115116,12872
167188,115161,28362
167494,115379,2831
167972,115715,252
170248,117265,7122
170448,117395,22748
172188,118589,14402
172900,119070,6783
174107,119890,5240
175027,120537,12517
175249,120690,28628
175818,121091,9686
177095,121979,7126
178110,122666,12034
178205,122735,5195
727,518,11431
922,650,7646
1217,842,7234
1259,869,28986
1436,997,4317
1742,1210,14901
2290,1594,175
2372,1656,6123
2518,1760,842
3343,2334,7126
3396,2373,28809
3832,2676,5872
4139,2897,11431
4794,3353,4118
5952,4133,18112
5985,4153,4187
6290,4375,23215
7836,5450,19264
8300,5763,13965
8449,5871,6396
8688,6038,1534
8926,6188,15658
9303,6447,12943
9475,6563,175
9591,6644,17019
9667,6697,15553
9869,6831,25507
10003,6928,14853
10010,6931,6123
10317,7143,28897
10682,7384,21577
12031,8300,5294
12371,8538,2575
12729,8795,5243
13162,9086,26775
13171,9093,21101
13324,9199,27210
13337,9211,23215
13618,9409,726
13795,9536,15658
14075,9746,28995
14452,10010,15172
14814,10258,6783
15661,10843,13058
15686,10863,13965
15971,11046,6369
16075,11110,12224
16330,11280,2776
16625,11487,23574
16930,11680,20493
18003,12420,7407
18554,12785,1205
18640,12843,25017
18653,12851,17019
19082,13159,26648
19702,13593,28399
19862,13693,2876
20056,13822,3726
21104,14548,15553
21238,14639,16262
21397,14760,6369
21958,15162,28468
21987,15178,14184
22171,15301,19420
22609,15583,6808
23195,16003,4118
24000,16537,15658
24642,16986,15769
24648,16988,6583
24775,17087,21251
25107,17312,17019
25784,17767,4118
26083,17970,17756
27144,18680,6369
27855,19166,22242
28806,19808,5194
29023,19968,7081
30018,20637,26715
30244,20805,2600
30268,20824,25507
30656,21087,5194
30793,21184,6361
31140,21426,27165
31513,21683,7196
31612,21755,521
32179,22155,480
33939,23315,15520
34744,23875,13042
34845,23943,28579
35405,24340,26775
35600,24469,7081
35710,24536,5872
35891,24664,15524
36058,24771,252
36635,25180,19264
36717,25232,18373
36927,25380,21251
37155,25531,9675
37987,26099,26648
38166,26224,480
38709,26589,14421
39196,26932,15147
39285,26994,9721
40276,27663,17609
40304,27685,2813
40549,27849,25967
40836,28054,26775
40852,28068,27285
40894,28099,3065
41270,28359,12443
41344,28405,28995
41532,28546,15262
41830,28758,1205
42109,28952,7180
42937,29551,6146
42982,29583,4367
43214,29732,2831
43314,29799,22748
43715,30089,866
44056,30310,9675
44852,30840,17560
45350,31185,26715
46105,31689,2577
46219,31770,726
48444,33308,5169
48722,33501,24914
48968,33651,2578
49757,34205,7377
50248,34546,13756
50524,34726,1642
51926,35678,6645
52359,35976,459
52575,36123,6361
52607,36145,5748
52644,36172,966
53026,36434,26319
53600,36828,10120
53840,36990,4118
55181,37923,11431
55509,38140,1582
56860,39076,20493
56963,39150,13559
57297,39374,23180
57440,39474,6830
57632,39603,27210
57661,39620,7234
57804,39721,25507
58467,40191,28444
58617,40299,13559
58638,40316,5240
58964,40528,21251
59746,41060,16366
59805,41101,18786
60265,41412,11476
60395,41498,21251
60476,41557,11770
60593,41632,5821
60606,41641,15262
60743,41735,27003
61495,42251,10062
61539,42281,14901
62625,43020,26648
63133,43368,16262
63340,43495,2919
64008,43943,28986
64402,44212,27165
64536,44300,13714
64956,44589,2790
65302,44814,2600
65857,45187,2611
66024,45298,28761
67834,46539,2813
68995,47341,11476
69123,47427,5413
69233,47500,7173
70130,48117,7423
70436,48337,18112
70646,48473,5821
70680,48496,28334
70730,48537,18693
71188,48864,27089
71475,49055,15553
71610,49156,26979
72070,49471,6583
72136,49514,17405
72180,49540,20493
72267,49596,10127
72744,49926,1960
73390,50393,2589
73489,50468,12443
73671,50593,28468
73857,50720,10062
74055,50854,6297
74231,50983,16959
74361,51075,2776
74730,51322,23180
74936,51454,796
75259,51679,12517
75271,51688,1534
75499,51847,27812
75774,52046,15262
76063,52249,27178
76181,52328,27003
76496,52536,24914
76554,52575,7196
76676,52661,9981
76848,52780,6779
76857,52786,5821
78397,53844,5872
78481,53897,6133
78530,53931,13058
78599,53972,7122
78682,54034,11770
79015,54259,19369
79095,54310,19420
79250,54418,1746
79810,54815,5194
79972,54939,22748
80611,55379,13576
80834,55525,4118
81013,55661,13042
81084,55710,28362
81557,56045,9441
81970,56318,22748
82334,56571,10148
82421,56632,26648
82734,56839,1547
83021,57037,27285
83717,57518,11954
83991,57693,866
84011,57706,111
85801,58938,15262
85978,59053,9521
86022,59088,16060
86654,59515,17756
86900,59701,12034
87118,59840,27003
87346,59993,20852
87418,60039,22748
87479,60075,17560
87653,60195,15739
87708,60228,27387
88016,60439,7173
88177,60550,7646
88328,60656,1119
88734,60932,19264
89151,61207,459
89299,61315,28707
89807,61648,17019
89937,61732,28399
90209,61926,896
90430,62085,3065
90606,62207,18614
90738,62299,23083
91465,62795,27387
91486,62809,295
91690,62954,15703
92175,63279,1624
92241,63325,28539
92761,63682,26616
92986,63839,28809
93157,63963,17560
93386,64125,26319
93632,64298,28009
93647,64310,28399
94261,64731,13714
94369,64797,13756
94644,64976,13576
94949,65180,19589
95016,65225,7173
95179,65337,22884
95604,65635,5900
95828,65780,28468
95902,65834,3726
96009,65904,13896
96522,66275,13625
96849,66489,521
97029,66617,2737
97159,66712,20698
97307,66810,2589
97478,66926,6779
97606,67008,28628
98185,67395,6645
99012,67943,18614
100356,68872,28761
100669,69080,19369
100674,69081,796
101132,69412,15801
101817,69880,2813
101891,69928,20491
103021,70705,16554
103248,70855,14402
103261,70865,5821
103371,70936,842
104041,71408,28426
104529,71763,20488
104972,72075,19264
105255,72273,16366
105346,72327,3065
105552,72463,7448
107524,73844,28578
107603,73894,1547
107646,73919,13058
108255,74337,27165
108390,74437,19369
108484,74507,6645
108852,74755,1119
108864,74764,295
108900,74787,17560
109467,75167,15801
110443,75850,13756
111925,76893,2682
112413,77236,18693
112525,77308,19369
112589,77348,21251
112827,77513,25507
113241,77800,13682
113426,77929,1351
113785,78178,6779
113912,78269,1547
113994,78326,2027
114275,78531,2790
114363,78587,9521
114873,78953,18748
115212,79182,12872
115273,79225,27251
115465,79360,27251
115604,79460,2776
116246,79909,18373
116424,80039,26573
116805,80305,10219
117556,80825,16959
118423,81389,24823
118567,81496,4317
118759,81629,12224
118812,81661,6369
118835,81675,1547
119065,81840,28444
119101,81859,12034
119781,82312,13576
120230,82633,21251
120316,82693,11770
120589,82871,5243
121554,83565,6396
121729,83699,20491
122440,84200,6396
123108,84675,28306
123465,84915,9665
123511,84950,12392
124061,85316,4072
124173,85395,9776
124251,85451,14853
124562,85675,7423
125166,86085,111
125646,86415,17756
125911,86596,21112
126096,86722,15739
126834,87231,9675
126858,87250,435
127000,87342,27285
127674,87810,20488
127997,88030,9551
128521,88399,28578
128727,88540,10857
129511,89101,796
129613,89160,435
129662,89193,6994
130040,89447,9605
130102,89492,17405
130563,89813,28986
132549,91145,21577
133074,91518,7234
133247,91646,2578
133504,91821,16262
133762,91998,13058
134011,92174,27210
134095,92232,13058
134291,92378,24823
134695,92678,2577
134755,92716,13405
134993,92880,28444
135221,93033,15553
135563,93267,14537
136305,93780,5821
136398,93845,17405
136852,94177,28399
136873,94194,17405
136916,94225,11770
137351,94547,13405
137469,94624,27812
137590,94711,9721
137646,94741,12392
137913,94927,1534
138612,95412,796
139035,95711,21414
139626,96124,3419
140132,96476,28698
140266,96576,2589
140634,96818,9605
140824,96948,4072
140932,97027,28809
141416,97353,13042
141735,97570,28539
141896,97674,16262
142185,97867,7377
142782,98275,12443
143413,98723,283
143612,98864,22884
143676,98910,25385
143896,99065,1602
